Symbol,Name,Country,IPO Year,Volume,Sector,Industry
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,2019,514361,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,234692,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,United States,2022,142192,Telecommunications,Telecommunications Equipment
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Kazakhstan,2024,139364,,
KSS,Kohl's Corporation Common Stock,United States,1992,9058697,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,,1122758,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,United States,2019,477499,Consumer Discretionary,Apparel
KTCC,Key Tronic Corporation Common Stock,United States,1983,7066,Technology,Electrical Products
KTF,DWS Municipal Income Trust,United States,1988,94498,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,,16,Finance,Finance: Consumer Services
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,,965,Finance,Finance: Consumer Services
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,1931271,Industrials,Military/Government/Technical
KTTA,Pasithea Therapeutics Corp. Common Stock,United States,2021,160896,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),,,5750,Real Estate,Other Consumer Services
KULR,KULR Technology Group Inc. Common Stock,United States,,8435184,Technology,Electrical Products
KURA,Kura Oncology Inc. Common Stock,United States,,1259898,Health Care,Biotechnology: Pharmaceutical Preparations
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,United States,2023,147,,
KVACW,Keen Vision Acquisition Corporation Warrant,United States,2023,17174,,
KVHI,KVH Industries Inc. Common Stock,United States,1996,16276,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Kenvue Inc. Common Stock,United States,2023,25019115,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,United States,2023,2714326,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,,1011404,Finance,Real Estate
KWE,KWESST Micro Systems Inc. Common Stock,Canada,,139038,Technology,Computer Software: Prepackaged Software
KWESW,KWESST Micro Systems Inc. Warrant,Canada,,1,Technology,Computer Software: Prepackaged Software
KWM,K Wave Media Ltd. Ordinary Shares,Cayman Islands,,116559052,Consumer Discretionary,Movies/Entertainment
KWMWW,K Wave Media Ltd. Warrant,Cayman Islands,,3077559,Consumer Discretionary,Movies/Entertainment
KWR,Quaker Houghton Common Stock,United States,,102317,Industrials,Major Chemicals
KXIN,Kaixin Holdings Ordinary Shares,China,2017,60709,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,1144632,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,2004,290774,Finance,Finance/Investors Services
KYTX,Kyverna Therapeutics Inc. Common Stock,United States,2024,211646,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,Kazia Therapeutics Limited American Depositary Shares,Australia,,51699,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Kezar Life Sciences Inc. Common Stock,United States,2018,23537,Health Care,Biotechnology: Pharmaceutical Preparations
L,Loews Corporation Common Stock,United States,,791301,Finance,Property-Casualty Insurers
LAB,Standard BioTools Inc. Common Stock,United States,2011,757201,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Lithium Americas Corp. Common Shares,Canada,2023,4498183,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,United States,,213561,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,United States,2014,390415,Real Estate,Real Estate Investment Trusts
LAES,SEALSQ Corp Ordinary Shares,Switzerland,,6104645,Technology,Semiconductors
LAKE,Lakeland Industries Inc. Common Stock,United States,1986,114067,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,359027,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,125934,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,2013,279873,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,4150,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,,12420,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,United States,,26183,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,Cayman Islands,1996,34702,Consumer Discretionary,Apparel
LAR,Lithium Argentina AG Common Shares,Canada,2023,848441,Basic Materials,Metal Mining
LARK,Landmark Bancorp Inc. Common Stock,United States,,13751,Finance,Major Banks
LASE,Laser Photonics Corporation Common Stock,United States,2022,80779,Miscellaneous,Industrial Machinery/Components
LASR,nLIGHT Inc. Common Stock,United States,2018,1087901,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,United States,2017,639208,Real Estate,Other Consumer Services
LAW,CS Disco Inc. Common Stock,United States,2021,129060,Technology,Computer Software: Prepackaged Software
LAZ,Lazard Inc. Common Stock,Bermuda,2005,1003135,Finance,Investment Managers
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,2019,1926850,Consumer Discretionary,Auto Parts:O.E.M.
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,,2024,335303,Energy,Oil & Gas Production
LBGJ,Li Bang International Corporation Inc. Ordinary Shares,China,2024,34614,,
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,150981,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,1140489,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,,5200,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,United States,2018,2490729,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,,2823697,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,United Kingdom,,14,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,United Kingdom,,1580330,Telecommunications,Cable & Other Pay Television Services
LC,LendingClub Corporation Common Stock,United States,2014,1351952,Finance,Finance: Consumer Services
LCCCU,Lakeshore Acquisition III Corp. Unit,United States,2025,50190,Finance,Blank Checks
LCFY,Locafy Limited Ordinary Share,Australia,2022,10665,Technology,Computer Software: Programming Data Processing
LCFYW,Locafy Limited Warrant,Australia,2022,224,Technology,Computer Software: Programming Data Processing
LCID,Lucid Group Inc. Common Stock,United States,,123594870,Consumer Discretionary,Auto Manufacturing
LCII,LCI Industries,United States,1995,227366,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,LCNB Corporation Common Stock,United States,,12914,Finance,Major Banks
LCTX,Lineage Cell Therapeutics Inc. Common Stock,United States,,683150,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc. Common Stock,United States,1991,68844,Consumer Discretionary,Industrial Machinery/Components
LDI,loanDepot Inc. Class A Common Stock,United States,2021,492645,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,,1076111,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,2012,48939,Finance,Finance Companies
LDTC,LeddarTech Holdings Inc. Common Shares,United States,2021,96593,Technology,Computer Software: Prepackaged Software
LDTCW,LeddarTech Holdings Inc. Warrants,United States,2021,2023,Technology,Computer Software: Prepackaged Software
LDWY,Lendway Inc. Common Stock (DE),United States,,12037,Consumer Staples,Farming/Seeds/Milling
LE,Lands' End Inc. Common Stock,United States,,1128338,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,United States,,633869,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,214310,Industrials,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,Taiwan,2010,38212,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,United States,,27006,Consumer Discretionary,Newspapers/Magazines
LEG,Leggett & Platt Incorporated Common Stock,United States,,2951523,Consumer Discretionary,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,68585,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,4247647,Health Care,Biotechnology: Pharmaceutical Preparations
LEGT,Legato Merger Corp. III Ordinary Shares,,2024,277,,
LEN,Lennar Corporation Class A Common Stock,United States,,2847271,Consumer Discretionary,Homebuilding
LENZ,LENZ Therapeutics Inc. Common Stock,United States,2021,83329,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,1987,181191,Finance,Trusts Except Educational Religious and Charitable
LESL,Leslie's Inc. Common Stock,United States,2020,1544903,Consumer Discretionary,Other Specialty Stores
LEU,Centrus Energy Corp. Class A Common Stock,United States,2014,1897624,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Levi Strauss & Co Class A Common Stock,United States,2019,2327309,Consumer Discretionary,Apparel
LEXX,Lexaria Bioscience Corp. Common Stock,Canada,,47305,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Lifecore Biomedical Inc. Common Stock,United States,,109093,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,LifeMD Inc. Common Stock,United States,,1091286,Health Care,Medical/Nursing Services
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,United States,,7663,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,United States,2021,1336157,Health Care,Medical/Nursing Services
LFT,Lument Finance Trust Inc. Common Stock,United States,2013,81552,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,573,,
LFUS,Littelfuse Inc. Common Stock,United States,,284567,Energy,Electrical Products
LFVN,Lifevantage Corporation Common Stock (Delaware),United States,,102976,Health Care,Biotechnology: Pharmaceutical Preparations
LFWD,Lifeward Ltd. Ordinary Shares,Israel,2014,97061,Health Care,Industrial Specialties
LGCB,Linkage Global Inc. Class A Ordinary Shares,Japan,2023,21072,Consumer Discretionary,Catalog/Specialty Distribution
LGCL,Lucas GC Limited Ordinary Shares,China,2024,103621,Technology,Computer Software: Programming Data Processing
LGCY,Legacy Education Inc. Common Stock,,2024,32439,Real Estate,Other Consumer Services
LGHL,Lion Group Holding Ltd. American Depositary Share,China,,44064,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,China,,105,Finance,Investment Bankers/Brokers/Service
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,2004,38690,,
LGIH,LGI Homes Inc. Common Stock,United States,2013,344809,Consumer Discretionary,Homebuilding
LGL,LGL Group Inc. (The) Common Stock,United States,1946,298,Technology,Industrial Machinery/Components
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,,129295,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,Largo Inc. Common Shares,Canada,,79796,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LGPS,LogProstyle Inc. Common Shares,,2025,104707,Consumer Discretionary,Homebuilding
LGVN,Longeveron Inc. Class A Common Stock,United States,2021,181634,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Labcorp Holdings Inc. Common Stock,United States,,892607,Health Care,Medical Specialities
LHSW,Lianhe Sowell International Group Ltd Ordinary Shares,China,2025,138739,Technology,Computer Software: Prepackaged Software
LHX,L3Harris Technologies Inc. Common Stock,United States,,803962,Industrials,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,China,2020,4359601,Consumer Discretionary,Auto Manufacturing
LICN,Lichen International Limited Class A Ordinary Shares,China,2023,28433,Consumer Discretionary,Professional Services
LIDR,AEye Inc. Class A Common Stock,United States,2021,153810,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,United States,2021,1272,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,Chicago Atlantic BDC Inc. Common Stock,United States,2022,19220,Finance,Finance: Consumer Services
LIF,Life360 Inc. Common Stock,United States,2024,1076661,,
LII,Lennox International Inc. Common Stock,United States,1999,262647,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,,350694,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,,656472,Telecommunications,Cable & Other Pay Television Services
LIMN,Liminatus Pharma Inc. Class A Common Stock,United States,,1322276,,
LIMNW,Liminatus Pharma Inc. Warrants,United States,,784007,,
LIN,Linde plc Ordinary Shares,United States,,2092681,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,United States,2005,165204,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,2013,296208,Consumer Discretionary,Transportation Services
LINE,Lineage Inc. Common Stock,United States,2024,1017194,Real Estate,Real Estate Investment Trusts
LINK,Interlink Electronics Inc. Common Stock,United States,,3139,Technology,Computer peripheral equipment
LION,Lionsgate Studios Corp Common Shares,,2025,2032290,Consumer Discretionary,Movies/Entertainment
LIPO,Lipella Pharmaceuticals Inc. Common Stock,United States,2022,45513,Health Care,Biotechnology: Pharmaceutical Preparations
LIQT,LiqTech International Inc. Common Stock,Denmark,,360,Technology,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing twelve ordinary shares,China,,8802,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc. Common Stock,United States,,4864864,Telecommunications,Telecommunications Equipment
LITM,Snow Lake Resources Ltd. Common Shares,Canada,2021,578590,Basic Materials,Other Metals and Minerals
LIVE,Live Ventures Incorporated Common Stock,United States,,17359,Consumer Discretionary,Other Specialty Stores
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,,470485,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,United States,,27733,Health Care,Biotechnology: Pharmaceutical Preparations
LKFN,Lakeland Financial Corporation Common Stock,United States,,108617,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,2003,2148739,Consumer Discretionary,Motor Vehicles
LLY,Eli Lilly and Company Common Stock,United States,,3133829,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States,,60038,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States,,354893,Industrials,Broadcasting
LMAT,LeMaitre Vascular Inc. Common Stock,United States,2006,101781,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,United States,,104293,Consumer Discretionary,Engineering & Construction
LMFA,LM Funding America Inc. Common Stock,United States,2015,106266,Finance,Finance: Consumer Services
LMND,Lemonade Inc. Common Stock,United States,2020,1947961,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,United States,,32547,Consumer Staples,Farming/Seeds/Milling
LMT,Lockheed Martin Corporation Common Stock,United States,,1273704,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,United States,,1502971,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,United States,,139876,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,,35075,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,United States,2001,1875656,Utilities,Oil/Gas Transmission
LNKB,LINKBANCORP Inc. Common Stock,United States,,30358,Finance,Major Banks
LNKS,Linkers Industries Limited Class A Ordinary Shares,Malaysia,2024,3334816,Technology,Electrical Products
LNN,Lindsay Corporation Common Stock,United States,,105855,Industrials,Industrial Machinery/Components
LNSR,LENSAR Inc. Common Stock,United States,,71709,Health Care,Medical/Dental Instruments
LNT,Alliant Energy Corporation Common Stock,United States,,2543986,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,2015,1050214,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,United States,,751247,Technology,EDP Services
LNZA,LanzaTech Global Inc. Common Stock,United States,2021,1097691,Industrials,Major Chemicals
LNZAW,LanzaTech Global Inc. Warrant,United States,2021,239,Industrials,Major Chemicals
LOAN,Manhattan Bridge Capital Inc,United States,,10573,Real Estate,Real Estate Investment Trusts
LOAR,Loar Holdings Inc. Common Stock,United States,2024,665341,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,United States,2022,179353,Finance,Major Banks
LOBO,LOBO EV TECHNOLOGIES LTD. Ordinary shares,China,2024,191641,Consumer Discretionary,Motor Vehicles
LOCL,Local Bounti Corporation Common Stock,,2021,20175,Consumer Staples,Farming/Seeds/Milling
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,2014,612047,Consumer Discretionary,Restaurants
LODE,Comstock Inc. Common Stock,United States,,590860,Industrials,Major Chemicals
LOGI,Logitech International S.A. Ordinary Shares,United States,1997,445684,Technology,Computer peripheral equipment
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,United States,2025,30538,,
LOKVU,Live Oak Acquisition Corp. V Units,United States,2025,1,Finance,Blank Checks
LOKVW,Live Oak Acquisition Corp. V Warrants,United States,2025,68016,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,2017,285757,Industrials,Building Materials
LOOP,Loop Industries Inc. Common Stock,Canada,,4447045,Industrials,Major Chemicals
LOPE,Grand Canyon Education Inc. Common Stock,United States,2008,321232,Real Estate,Other Consumer Services
LOT,Lotus Technology Inc. American Depositary Shares,China,,95971,,
LOVE,The Lovesac Company Common Stock,United States,2018,124444,Consumer Discretionary,Other Specialty Stores
LOW,Lowe's Companies Inc. Common Stock,United States,,2301062,Consumer Discretionary,RETAIL: Building Materials
LPA,Logistic Properties of the Americas Ordinary Shares,,2024,15495,Finance,Real Estate
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,United States,2024,26322,,
LPAAU,Launch One Acquisition Corp. Unit,United States,2024,5008,Finance,Blank Checks
LPAAW,Launch One Acquisition Corp. Warrant,United States,2024,9716,Finance,Blank Checks
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,United States,2024,21420,,
LPBBW,Launch Two Acquisition Corp. Warrant,United States,2024,49,,
LPCN,Lipocine Inc. Common Stock,United States,,46267,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Dorian LPG Ltd. Common Stock,United States,2014,430887,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,2004,232181,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,United States,2010,498224,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Common Stock,United States,,965283,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,United States,2000,385048,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies Inc. Class A Common Stock,United States,1996,150011,Technology,Semiconductors
LPTX,Leap Therapeutics Inc. Common Stock,United States,,588252,Health Care,Biotechnology: Pharmaceutical Preparations
LPX,Louisiana-Pacific Corporation Common Stock,United States,,901985,Basic Materials,Forest Products
LQDA,Liquidia Corporation Common Stock,United States,2018,2398887,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,United States,2006,379726,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation Common Stock,United States,1984,7990449,Technology,Industrial Machinery/Components
LRE,Lead Real Estate Co. Ltd American Depositary Shares,Japan,2023,5774,Consumer Discretionary,Homebuilding
LRFC,Logan Ridge Finance Corporation Common Stock,United States,2013,2078,Finance,Finance: Consumer Services
LRHC,La Rosa Holdings Corp. Common Stock,United States,2023,2598365,Finance,Real Estate
LRMR,Larimar Therapeutics Inc. Common Stock,United States,2014,558974,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride Inc. Common Stock,United States,,947475,Real Estate,Other Consumer Services
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,,41576,Finance,Investment Bankers/Brokers/Service
LSB,LakeShore Biopharma Co. Ltd Ordinary Shares,China,,15200,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,2006,87,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,2315623,Technology,Semiconductors
LSE,Leishen Energy Holding Co. Ltd. Ordinary Shares,China,2024,5610,Industrials,Metal Fabrications
LSEA,Landsea Homes Corporation Common Stock,United States,2018,336646,Consumer Discretionary,Homebuilding
LSEAW,Landsea Homes Corporation Warrant,United States,2018,19102,Consumer Discretionary,Homebuilding
LSF,Laird Superfood Inc. Common Stock,,2020,51018,Consumer Staples,Packaged Foods
LSH,Lakeside Holding Limited Common Stock,United States,2024,9348,,
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Canada,,970874,Technology,Computer Software: Prepackaged Software
LSTA,Lisata Therapeutics Inc. Common Stock,United States,,8605,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System Inc. Common Stock,United States,1993,492090,Industrials,Trucking Freight/Courier Services
LTBR,Lightbridge Corporation Common Stock,United States,,1606927,Consumer Discretionary,Professional Services
LTC,LTC Properties Inc. Common Stock,United States,,234168,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,United States,2021,1347705,Consumer Discretionary,Hotels/Resorts
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),Chile,2024,901469,Consumer Discretionary,Air Freight/Delivery Services
LTRN,Lantern Pharma Inc. Common Stock,United States,2020,27720,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,United States,2000,300770,Telecommunications,Computer Communications Equipment
LTRY,Lottery.com Inc. Common Stock,United States,2023,1597514,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,United States,2023,91922,Technology,Computer Software: Prepackaged Software
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,China,,1617704,Finance,Finance: Consumer Services
LUCD,Lucid Diagnostics Inc. Common Stock,United States,2021,971123,Health Care,Medical/Dental Instruments
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,United States,2021,238933,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUCY,Innovative Eyewear Inc. Common Stock,United States,2022,260206,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,United States,2022,380,Health Care,Ophthalmic Goods
LUD,Luda Technology Group Limited Ordinary Shares,,2025,5624,,
LULU,lululemon athletica inc. Common Stock,Canada,2007,2289761,Consumer Discretionary,Apparel
LUMN,Lumen Technologies Inc. Common Stock,United States,,12278672,Telecommunications,Telecommunications Equipment
LUNG,Pulmonx Corporation Common Stock,United States,2020,249343,Health Care,Medical/Dental Instruments
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,2021,4882445,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,United States,,9860869,Consumer Discretionary,Air Freight/Delivery Services
LUXE,LuxExperience B.V. American Depositary Shares each representing one Ordinary Share,,2021,26519,Consumer Discretionary,Catalog/Specialty Distribution
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States,2021,35691,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne Inc. Common Stock,United States,,281572,Consumer Discretionary,Restaurants
LVRO,Lavoro Limited Class A Ordinary Shares,Brazil,,3020,Consumer Discretionary,Other Specialty Stores
LVROW,Lavoro Limited Warrant,Brazil,,5159,Consumer Discretionary,Other Specialty Stores
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,3916066,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Netherlands,2021,21381,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,LiveWire Group Inc. Common Stock,United States,2022,4661251,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,United States,2016,907541,Consumer Staples,Packaged Foods
LWAY,Lifeway Foods Inc. Common Stock,United States,,36017,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,United States,,1157874,Industrials,Containers/Packaging
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,2017,2368223,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,China,2020,15644,Real Estate,Other Consumer Services
LXEO,Lexeo Therapeutics Inc. Common Stock,United States,2023,648152,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom,2012,94024,Industrials,Major Chemicals
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,,1782921,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,United States,,1567,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,,3762627,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries Inc. Common Stock,United States,2003,430799,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,,3302960,Industrials,Major Chemicals
LYEL,Lyell Immunopharma Inc. Common Stock,United States,2021,1682965,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,United States,2019,10127947,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,,18096727,Finance,Commercial Banks
LYRA,Lyra Therapeutics Inc. Common Stock,United States,2020,688052,Health Care,Medical/Dental Instruments
LYTS,LSI Industries Inc. Common Stock,United States,1985,87941,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,United States,,4162033,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,United States,2021,1632293,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,United States,,412632,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,Isle of Man,,43388,Basic Materials,Metal Mining
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,China,2025,62050,Technology,EDP Services
M,Macy's Inc Common Stock,United States,,5929181,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,2006,1530155,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,859864,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,234,,
MAAS,Highest Performances Holdings Inc. American Depository Shares,China,2019,3863,Finance,Investment Managers
MAC,Macerich Company (The) Common Stock,United States,1994,1363300,Real Estate,Real Estate Investment Trusts
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,United States,2024,41,,
MACIW,Melar Acquisition Corp. I Warrant,United States,2024,146903,,
MAG,MAG Silver Corporation Ordinary Shares,Canada,,2228215,Basic Materials,Precious Metals
